english,transliteration,arabic,source
agent; collaborators,3umalaa',عملاء,media_2
collaborator,muta3aawin,متعاون,media_2
collaborators,muta3aawinuun,متعاونون,media_2
double agent,3amiil muzdawaj,عميل مزدوج,media_2
spy,jaasuus,جاسوس,media_2
spies,jawaasiis,جواسيس,media_2
traitor,xaa'in,خائن,media_2
traitors,xawana,خونة,media_2
secretly,sirriyyan,سريا,media_2
secret,sirr,سرّ,media_2
secrets,asraar,أسرار,media_2
privilege,imtiyaaz,امتياز,media_2
privileges,imtiyaazaat,امتيازات,media_2
special treatment,mu3aamala xaaSSa,معاملة خاصّة,media_2
differentiation,tafriqa bein,تفرقة بين,media_2
bias towards/against,inHiyaaz li/Didd,انحياز لـ | ضد,media_2
biased,munHaaz,منحاز,media_2
neutral,muHaayid,محايد,media_2
sectarian,Taa'ifi,طائفي,media_2
aid,3oon,عون,media_2
human shield,dir3 bašari,درع بشري,media_2
human shields,duruu3 bašariyya,دروع بشرية,media_2
chance,furSa,فرصة,media_2
chances,furaS,فرص,media_2
intense,katiif,كثيف,media_2
intenses,kitaaf,كثاف,media_2
isolation from,3uzla 3an,عزلة عن,media_2
terrorism,irhaab,ارهاب,media_2
terrorist,irhaabi,ارهابي,media_2
cell,xaliyya,خلية,media_2
cells,xalaayaa,خلايا,media_2
suicide bombing,3amaliyya intiHaariyya,عملية انتحارية,media_2
extremist,mutaTarrif,متطرف,media_2
fanatic,muta3aSSib,متعصب,media_2
fundamentalist,uSuuli,أصولي,media_2
moderate,mu3tadil,معتدل,media_2
backwards,mutaxallif,متخلّف,media_2
progressive,mutaqaddim,متقدّم,media_2
modern,Hadiit,حديث,media_2
moderns,Hudataa',حدثاء,media_2
condition,šarT,شرط,media_2
conditions,šuruuT,شروط,media_2
requirements,mutaTallibaat,متطلّبات,media_2
necessity,Daruura,ضرورة,media_2
necessities,Daruuraat,ضرورات,media_2
talent,mawhiba,موهبة,media_2
talents,mawaahib,مواهب,media_2
strong ,qawi,قوي,media_2
strong s,aqwiyaa' ,أقوياء  ,media_2
weak ,Da3iif,ضعيف,media_2
weak s,Du3afaa' ,ضعفاء ,media_2
firm,watiiq,وثيق,media_2
harm,Darar,ضرر,media_2
harms,aDraar,أضرار,media_2
to no avail,hadran,هدرا,media_2
headquarters,ma3qil,معقل,media_2
headquarters,ma3aaqil,معاقل,media_2
model,numuudaj,نموذج,media_2
models,numuudajaat,نموذجات,media_2
after the pattern of,3ala ġiraar,على غرار,media_2
equally,3ala Haddin sawaa',على حدّ سواء,media_2
nuclear program,barnaamaj nawawi,برنامج نووي,media_2
reactor,munša'a,منشأة,media_2
reactors,munša'aat,منشآت,media_2
compound,mujamma3,مجمّع,media_2
sanctions,3uquubaat,عقوبات,media_2
hostage,rahiina,رهينة,media_2
hostages,rahaa'in,رهائن,media_2
to order,"amara, yu'muru ",أمر – يؤمر ,media_2
order,amr,أمر,media_2
orders,awaamir,أوامر,media_2
dictation,imlaa',املاء,media_2
dictations,imlaa'aat,املاءات,media_2
nadir,tadannin,تدنٍ,media_2
spread,tafaššin,تفشٍ,media_2
presence,wujuud,وجود,media_2
absence,ġiyaab,غياب,media_2
lack of,3adam,عدم,media_2
obstacle,3aa'iq,عائق,media_2
obstacles,mu3awwaqaat,معوقات,media_2
deterrent,raadi3,رادع,media_2
deterrents,rawaadi3,روادع,media_2
challenge,taHaddin,تحدٍ,media_2
challenges,taHaddiyaat,تحديات,media_2
difficulty,Su3uuba,صعوبة,media_2
difficulties,Su3uubaat,صعوبات,media_2
disintegration,tafakkuk,تفكك,media_2
breakdown,inhiyaar,انهيار,media_2
fall,inHidaar,انحدار,media_2
deterioration,tadahuur,تدهور,media_2
exacerbation,tafaaqum,تفاقم,media_2
destabilization,za3za3a,زعزعة,media_2
chaos,fawDa,فوضى,media_2
crisis,azma,أزمة,media_2
crises,azamaat,أزمات,media_2
tension,tawattur,توتر,media_2
tensions,tawatturaat,توترات,media_2
problem,muškila,مشكلة,media_2
problems,muškilaat/mišaakil,مشكلات | مشاكل,media_2
commitment to,iltizaam,التزام,media_2
commitment tos,iltizaamaat bi,التزامات بـ,media_2
adherence to,tamassuk bi,تمسّك بـ,media_2
competition,munaafasa,منافسة,media_2
contest,musaabaqa,مسابقة,media_2
side,Taraf,طرف,media_2
sides,aTraaf,أطراف,media_2
goal,hadaf,هدف,media_2
goals,ahdaaf,أهداف,media_2
aim,ġaraD,غرض,media_2
aims,aġraaD,أغراض,media_2
intention,niyya,نية,media_2
intentions,nawaayaa,نوايا,media_2
accomplishment,injaaz,انجاز,media_2
accomplishments,injaazaat,انجازات,media_2
plea,tawassul,توسّل,media_2
pleas,tawassulaat,توسّلات,media_2
danger ,xaTar ,خطر  ,media_2
burden ,3ib',عبء,media_2
burden s,a3baa' 3ala,أعباء على,media_2
numerous,muta3addid,متعدّد,media_2
different,muxtalif,مختلف,media_2
miscellaneous,mutafarriq,متفرّق,media_2
various,mutanawwi3,متنوّع,media_2
difference,farq,فرق,media_2
differences,furuuq,فروق,media_2
to assassinate,"iġtaala, yaġtuulu ",اغتال – يغتول ,media_2
effort,jahd,جهد,media_2
efforts,juhuud,جهود,media_2
welfare,rafaahiyya,رفاهية,media_2
possibility ,imkaaniyya,امكانية,media_2
possibility s,imkaaniyyaat ,امكانيات ,media_2
probability ,iHtimaal,احتمال,media_2
probability s,iHtimaalaat ,احتمالات ,media_2
stage,marHala,مرحلة,media_2
stages,maraaHil,مراحل,media_2
behavior,taSarrufaat,تصرفات,media_2
attitude,3aqliyya,عقلية,media_2
attitudes,3aqliyyaat,عقليات,media_2
occasion,munaasaba,مناسبة,media_2
occasions,munaasabaat,مناسبات,media_2
anniversary; memory,dikra,ذكرى,media_2
anniversary; memories,dikrayaat,ذكريات,media_2
economy,iqtiSaad,اقتصاد,media_2
trade,tijaara,تجارة,media_2
unemployment,baTaala,بطالة,media_2
export,Saadir,صادر,media_2
exports,Saadiraat,صادرات,media_2
import,mustawrad,مستورد,media_2
imports,mustawradaat,مستوردات,media_2
resource,mawrid,مورد,media_2
resources,mawaarid,موارد,media_2
supply,tawriid,توريد,media_2
market,suuq,سوق,media_2
markets,aswaaq,أسواق,media_2
stock market,borSa,بورصة,media_2
price,si3r,سعر,media_2
prices,as3aar,أسعار,media_2
currency,3umla,عملة,media_2
share,sahm,سهم,media_2
shares,ashum,أسهم,media_2
bond,sanad,سند,media_2
bonds,sanadaat,سندات,media_2
profit,ribH,ربح,media_2
profits,arbaaH,أرباح,media_2
budget,miizaaniyya,ميزانية,media_2
industry,Sinaa3a,صناعة,media_2
industries,Sinaa3aat,صناعات,media_2
products,muntajaat,منتجات,media_2
goods,baDaa'i3  biDaa3a,بضائع  بضاعة,media_2
commodities,sil3a  sila3,سلعة    سلع,media_2
monopoly,iHtikaar,احتكار,media_2
rise in prices,ġalaa',غلاء,media_2
inflation,taDaxxum,تضخم,media_2
consumption,istihlaak,استهلاك,media_2
surplus,faa'iD,فائض,media_2
average,mu3addal,معدل,media_2
tax,Dariiba,ضريبة,media_2
taxes,Daraa'ib,ضرائب,media_2
cost,takliif,تكليف,media_2
costs,takaaliif,تكاليف,media_2
expenditure,infaaq,انفاق,media_2
prosperity,raxaa',رخاء,media_2
recession,kasaad,كساد,media_2
GDP,naatij maHalli ijmaali,ناتج محلي اجمالي,media_2
containment,iHtiwaa',احتواء,media_3
restiveness,iDTiraab,اضطراب,media_3
restivenesses,iDTiraabaat,اضطرابات,media_3
deficiency; defective,xalal,خلل,media_3
panic,hala3 min,هلع من,media_3
controversy,jadal,جدل,media_3
debate,sijaal,سجال,media_3
outcry,Dajja,ضجّة,media_3
chaotic,hamaji,همجي,media_3
opponent,xaSm,خصم,media_3
opponents,xuSuum,خصوم,media_3
legacy,tarika,تركة,media_3
legacies,tarikaat,تركات,media_3
legitimacy,šar3iyya,شرعية,media_3
credibility,miSdaaqiyya,مصداقية,media_3
reputation,sum3a,سمعة,media_3
morale,ma3nawiyyaat,معنويات,media_3
awareness,wa3y,وعي,media_3
indifference,la mubaalaah,لا مبالاة,media_3
distortion,tašwiih,تشويه,media_3
positive point,iijaabiyya,إيجابية,media_3
positive points,iijaabiyyaat,إيجابيات,media_3
negative point,silbiyya,سلبية,media_3
negative points,silbiyyaat,سلبيات,media_3
benefit,maziyya,مزية,media_3
benefits,mazaaya,مزايا,media_3
benefit,faa'ida,فائدة,media_3
benefits,fawaa'id,فوائد,media_3
gain,3aa'ida,عائدة,media_3
gains,3awaa'id,عوائد,media_3
use,naf3,نفع,media_3
value,qiima,قيمة,media_3
quantity,kammiyya,كمية,media_3
quantities,kammiyyaat,كميات,media_3
terminology,muSTalaH,مصطلح,media_3
terminologies,muSTalaHaat,مصطلحات,media_3
conventional,muSTalaH,مصطلح,media_3
normal,3aadi,عادي,media_3
stalemate,jumuud siyaasi,جمود سياسي,media_3
eligibility,liyaaqa,لياقة,media_3
remainder,baqiyya,بقية,media_3
remainders,baqaaya,بقايا,media_3
fossil,uHfuur,أحفور,media_3
fossils,aHaafiir,أحافير,media_3
on the threshold of,3ala a3taab,على أعتاب,media_3
on the verge of,3ala šafa,على شفا,media_3
rift,Sad3,صدع,media_3
rifts,Suduu3,صدوع,media_3
trap,faxx,فخ,media_3
traps,fuxuux,فخوخ,media_3
a tight spot,mawqif Harij,موقف حرج,media_3
predicament,ma'ziq,مأزق,media_3
predicaments,ma'aaziq,مآزق,media_3
claim,iddi3aa',ادعاء,media_3
claims,iddi3aa'aat,ادعاءات,media_3
deal,Safqa,صفقة,media_3
deals,Safaqaat,صفقات,media_3
cover-up,taġTiyya 3ala,تغطية على,media_3
conspiracy,mu'aamara,مؤامرة,media_3
conspiracies,mu'aamaraat,مؤامرات,media_3
theory,naZariyya,نظرية,media_3
theories,naZariyyaat,نظريات,media_3
idea,fikra,فكرة,media_3
ideas,afkaar,أفكار,media_3
concept,mafhuum,مفهوم,media_3
concepts,mafaahiim,مفاهيم,media_3
generalization,ta3miim,تعميم,media_3
stereotype,Suura namaTiyya,صورة نمطية,media_3
mediation,wisaaTa,وساطة,media_3
imagination,xayaal,خيال,media_3
delusion,wahm,وهم,media_3
delusions,awhaam,أوهام,media_3
reality,waaqi3,واقع,media_3
facts,Haqaa'iq  Haqiiqa,حقائق    حقيقة,media_3
vital,Hayawi,حيوي,media_3
fateful,maSiiri,مصيري,media_3
substantial,jawhari,جوهري,media_3
fundamental,asaasi,أساسي,media_3
necessary,Daruuri,ضروري,media_3
priority,awlawiyya,أولوية,media_3
priorities,awlawiyyaat,أولويات,media_3
breakthrough,ixtiraaq,اختراق,media_3
axis or central point,miHwar,محور,media_3
axis or central points,maHaawir,محاور,media_3
proximity,muHaadaah,محاذاة,media_3
neighboring,mujaawir,مجاور,media_3
details,tafaaSiil,تفاصيل,media_3
more of,muziid min,مزيد من,media_3
loyalty,walaa',ولاء,media_3
banquet,waliima,وليمة,media_3
banquets,walaa'im,ولائم,media_3
rostrum,minbar,منبر,media_3
rostrums,manaabir,منابر,media_3
developing countries,duwal naamiyya,دول نامية,media_3
collective punishment,3iqaab jamaa3i,عقاب جماعي,media_3
lame duck ,baTTa 3arjaa',بطة عرجاء,media_3
prevailing,saa'id,سائد,media_3
of historical dimensions,duu ab3aad taariixiyya,ذو أبعاد تاريخية,media_3
egregious,Saarix,صارخ,media_3
fierce,Daarin,ضارٍ,media_3
harsh,qaasin,قاسٍ,media_3
fake,mulaffaq,ملفق,media_3
contradicting,mutaDaarib,متضارب,media_3
disparate,mutabaayin,متباين,media_3
great,jasiim,جسيم,media_3
large,kabiir,كبير,media_3
huge,Daxm,ضخم,media_3
giant,3imlaaq,علاق,media_3
giants,3amaaliqa,عمالقة,media_3
prominent,baariz,بارز,media_3
young,naaši',ناشئ,media_3
growing,mutanaamin,متنامٍ,media_3
mature,naaDij,ناضج,media_3
existing,qaa'im,قائم,media_3
glorious,majiid,مجيد,media_3
clear,waaDiH,واضح,media_3
obvious,malHuuZ,ملحوظ,media_3
small,Da'iil,ضئيل,media_3
knowledgeable,muTla3 3ala,مطلع على,media_3
horrific,baši3,بشع,media_3
complicated,mu3aqqad,معقد,media_3
accurate ,daqiiq ,دقيق ,media_3
extinct,munqariD,منقرض,media_3
following ,taali,تالي,media_3
conditional,manuuT bi,منوط بـ,media_3
solidarity with,taDaamun ma3a,تضامن مع,media_3
coordination,tansiiq,تنسيق,media_3
activity,našaaT,نشاط,media_3
activities,našaaTaat/anšiTa,نشاطات | أنشظة,media_3
vice,radiila,رذيلة,media_3
vices,radaa'il,رذائل,media_3
conclusion,istintaaj,استنتاج,media_3
involvement,inxiraaT fi,انخراط في,media_3
deviation ,inHiraaf,انحراف,media_3
counter-,muDaadd,مضادّ,media_3
frustration,iHbaaT,احباط,media_3
worry,qalaq,قلق,media_3
failure,ixfaaq,اخفاق,media_3
failures,ixfaaqaat,اخفاقات,media_3
incentive ,Haafiz,حافز,media_3
incentive s,Hawaafiz 3ala,حوافز على,media_3
rank,jaah,جاه,media_3
tone,watiira,وتيرة,media_3
tones,wataa'ir,وتائر,media_3
verbal,lafZi,لفظي,media_3
oral,šafawi,شهوي,media_3
captivity,asr,أسر,media_3
to harp on,Daraba 3ala naġmat ___,ضرب على نغمة __,media_3
form or application,istimaara,استمارة,media_3
form or applications,istimaaraat,استمارات,media_3
artist ,fannaan,فنان,media_and_the_arts
drawing,rasm,رسم,media_and_the_arts
drawings,rusuum,رسوم,media_and_the_arts
painter,rassaam,رسام,media_and_the_arts
paint,Tilaa',طلاء,media_and_the_arts
paints,dihaanat,دهانات,media_and_the_arts
charcoal,faHm,فحم,media_and_the_arts
pottery,faxxaar,فخار,media_and_the_arts
ceramics,xazaf,خزف,media_and_the_arts
clay,SalSaal,صلصال,media_and_the_arts
statue,timtaal,تمثال,media_and_the_arts
statues,tamaatiil,تماثيل,media_and_the_arts
mosaics,fuseifisaa',فسيفساء,media_and_the_arts
weaving,nasiij,نسيج,media_and_the_arts
bellydance,raqS šarqi,رقص شرقي,media_and_the_arts
music,muusiiqa,موسيقى,media_and_the_arts
singer,muġannin,مغنٍ,media_and_the_arts
band,firqa,فرقة,media_and_the_arts
bands,firaq,فرق,media_and_the_arts
choir,jooqa,جوقة,media_and_the_arts
choirs,jooqaat,جوقات,media_and_the_arts
lead singer,muġannin ra'iisi,مغنٍ رئيسي,media_and_the_arts
composer,mulaHHin,ملحن,media_and_the_arts
song,uġniyya,أغنية,media_and_the_arts
songs,aġaanin,أغان,media_and_the_arts
verse,kobleih,كوبليه,media_and_the_arts
verses,kobleihaat,كوبليهات,media_and_the_arts
album,albuum,ألبوم,media_and_the_arts
albums,albuumaat,ألبومات,media_and_the_arts
tape,šariiT,شريط,media_and_the_arts
tapes,šaraa'iT,شرائط,media_and_the_arts
record,usTuwaana,اسطوانة,media_and_the_arts
records,usTuwaanaat,اسطوانات,media_and_the_arts
lyrics,kalimaat uġniyya/aġaanin,كلمات أغنية | أغان,media_and_the_arts
melody,laHn,لحن,media_and_the_arts
melodies,alHaan,ألحان,media_and_the_arts
tune,naġm,نغم,media_and_the_arts
tunes,anġaam,أنغام,media_and_the_arts
music video,maqTa3,مقطع,media_and_the_arts
music videos,maqaaTi3,مقاطع,media_and_the_arts
screenshot,laqTa,لقطة,media_and_the_arts
screenshots,laqaTaat,لقطات,media_and_the_arts
tour,joola ġanaa'iyya,جولة غنائية,media_and_the_arts
promotion,tarwiij,ترويج,media_and_the_arts
concert,Hafla muusiiqiyya,حفلة موسيقية,media_and_the_arts
fans,jumhuur,جمهور,media_and_the_arts
musical instrument,aala,آلة,media_and_the_arts
musical instruments,aalaat muusiiqiyya,آلات موسيقية,media_and_the_arts
violin,kamaan,كمان,media_and_the_arts
violins,kamangaat,كمنجات,media_and_the_arts
drum,Tabla,طبلة,media_and_the_arts
drums,Tubal,طبل,media_and_the_arts
oud ,3uud,عود,media_and_the_arts
oud s,a3waad,أعواد,media_and_the_arts
bamboo flute,naay,ناي,media_and_the_arts
bamboo flutes,naayaat,نايات,media_and_the_arts
voice ,Soot,صوت,media_and_the_arts
voice s,aSwaat,أصوات,media_and_the_arts
movie,film,فيلم,media_and_the_arts
movies,aflaam,أفلام,media_and_the_arts
actor,mumattil,ممثل,media_and_the_arts
star,najm,نجم,media_and_the_arts
stars,nujuum,نجوم,media_and_the_arts
famous ,mašhuur,مشهور,media_and_the_arts
famous s,mašaahiir ,مشاهير ,media_and_the_arts
supporting actor,mumattil musaa3id,ممثل مساعد,media_and_the_arts
child star,najm Tifl,نجم طفل,media_and_the_arts
director,muxrij,مخرج,media_and_the_arts
producer,muntij,منتج,media_and_the_arts
script,siinaariyo,سيناريو,media_and_the_arts
scripts,siinaariyohaat,سيناريوهات,media_and_the_arts
original screenplay,siinaariyo aSli,سيناريو أصلي,media_and_the_arts
adapted screenplay,siinaariyo muqtabas,سيناريو مقتبس,media_and_the_arts
special effects,mu'attiraat ,مؤثرات ,media_and_the_arts
sound effects,mu'attiraat Sootiyya,مؤثرات صوتية,media_and_the_arts
visual effects,mu'attiraat baSariyya,مؤثرات بصرية,media_and_the_arts
makeup,makyaaž,مكياج,media_and_the_arts
cinematography,taSwiir,تصوير,media_and_the_arts
editing,taHriir,تحرير,media_and_the_arts
critic,naaqid,ناقد,media_and_the_arts
critics,nuqqaad,نقّاد,media_and_the_arts
review,muraaja3a,مراجعة,media_and_the_arts
reviews,muraaja3aat,مراجعات,media_and_the_arts
positive,iijaabi,ايجابي,media_and_the_arts
negative,silbi,سلبي,media_and_the_arts
rating (G,taSniif,تصنيف,media_and_the_arts
assessment; rating ,taqyiim,تقييم,media_and_the_arts
Oscar award,jaa'izat oscar,جائزة,media_and_the_arts
Oscar awards,jawaa'iz oscar,جوائز أوسكار,media_and_the_arts
starring...,buTuula,بطولة,media_and_the_arts
role,door,دور,media_and_the_arts
roles,adwaar,أدوار,media_and_the_arts
performance,adaa',أداء,media_and_the_arts
performances,adaa'aat,أداءات,media_and_the_arts
portrayal,tajsiid,تجسيد,media_and_the_arts
showing,3arD,عرض,media_and_the_arts
showings,3uruuD,عروض,media_and_the_arts
character,šaxSiyya,شخصية,media_and_the_arts
characters,šaxSiyyaat,شخصيات,media_and_the_arts
hero,baTal,بطل,media_and_the_arts
heroes,abTaal,أبطال,media_and_the_arts
scene,mašhad,مشهد,media_and_the_arts
scenes,mašaahid,مشاهد,media_and_the_arts
revenue,iiraad,ايراد,media_and_the_arts
revenues,iiraadaat,ايرادات,media_and_the_arts
record,raqam qiyaasi,رقم قياسي,media_and_the_arts
festival,mihrajaan,مهرجان,media_and_the_arts
festivals,mihrajaanaat,مهرجانات,media_and_the_arts
success,najaaH,نجاح,media_and_the_arts
popular,ša3bi,شعبي,media_and_the_arts
movie theater,siinima,سينما,media_and_the_arts
poster,mulSaq,ملصق,media_and_the_arts
posters,mulSaqaat,ملصقات,media_and_the_arts
ticket,tadkara,تذكرة,media_and_the_arts
tickets,tadaakir,تذاكر,media_and_the_arts
screen,šaaša,شاشة,media_and_the_arts
screens,šaašaat,شاشات,media_and_the_arts
drama,draama,دراما,media_and_the_arts
comedy,komedy,كوديدي,media_and_the_arts
action,akšun,أكشن,media_and_the_arts
adventure,muġaamara,مغامرة,media_and_the_arts
crime,ijraam,اجرام,media_and_the_arts
family,3aa'ili,عائلي,media_and_the_arts
fantasy,xayaali,خيالي,media_and_the_arts
science fiction,xayaali 3ilmi,خيالي علمي,media_and_the_arts
horror,ru3b,رعب,media_and_the_arts
mystery,luġz,لغز,media_and_the_arts
thriller,tašwiiq/mušawwiq,مشوق | تشويق,media_and_the_arts
romance,romaansi,رومانسي,media_and_the_arts
musical,muusiiqi,موسيقي,media_and_the_arts
war,Harbi,حربي,media_and_the_arts
historical,taariixi,تاريخي,media_and_the_arts
documentary,wataa'iqi,وثائقي,media_and_the_arts
cartoon,kartuun,كرتون,media_and_the_arts
dubbed,mudablaj,مدبلج,media_and_the_arts
subtitled,mutarjam,مترجم,media_and_the_arts
entertainment,tasliyya,تسلية,media_and_the_arts
relaxation,tarfiih,ترفيه,media_and_the_arts
epic,malHami,ملحمي,media_and_the_arts
cinematic masterpiece,tuHfa,تحفة,media_and_the_arts
cinematic masterpieces,tuHaf sinimaa'iyya,تحف سينمائية,media_and_the_arts
devastating,mudammir,مدمر,media_and_the_arts
exciting ,mutiir ,مثير ,media_and_the_arts
full of,malii' bi,ملئ بـ,media_and_the_arts
fun,maraH,مرح,media_and_the_arts
enjoyable,mumti3,ممتع,media_and_the_arts
entertaining,musallin,مسلٍ,media_and_the_arts
excellent,raa'i3,رائع,media_and_the_arts
distinguished,mumayyaz,مميز,media_and_the_arts
special,mutamayyiz,متميز,media_and_the_arts
great,mumtaaz,ممتاز,media_and_the_arts
rare,naadir,نادر,media_and_the_arts
marvellous,xaariq,خارق,media_and_the_arts
astonishing,mudhil,مذهل,media_and_the_arts
attractive,jaddaab,جذاب,media_and_the_arts
funny,muDHik,مضحك,media_and_the_arts
boring,mumill,مملّ,media_and_the_arts
ordinary,3aadi,عادي,media_and_the_arts
exaggerated,mubaaliġ,مبالغ,media_and_the_arts
silly,saxiif,سخيف,media_and_the_arts
realistic,waaqi3i,واقعي,media_and_the_arts
mysterious,ġaamiD,غامض,media_and_the_arts
terrifying,mufzi3,مفزع,media_and_the_arts
disgusting,muqazziz,مقزز,media_and_the_arts
literature,adab,أدب,media_and_the_arts
literature,aadaab,آداب,media_and_the_arts
novel,riwaaya,رواية,media_and_the_arts
novels,riwaayaat,روايات,media_and_the_arts
short story,qiSSa qaSiira,قصة,media_and_the_arts
short stories,qiSaS qaSiira,قصص قصيرة,media_and_the_arts
book,kitaab,كتاب,media_and_the_arts
books,kutub,كتب,media_and_the_arts
series,silsila,سلسلة,media_and_the_arts
series,salaasil,سلاسل,media_and_the_arts
writer,kaatib,كاتب,media_and_the_arts
writers,kuttaab,كتاب,media_and_the_arts
author,mu'allif,مؤلف,media_and_the_arts
author,adiib,أديب,media_and_the_arts
authors,udabaa',أدباء,media_and_the_arts
introduction,muqaddima,مقدمة,media_and_the_arts
introductions,muqaddimaat,مقدمات,media_and_the_arts
preface,tamhiid,تمهيد,media_and_the_arts
dedication to,ihdaa' li/ila,اهداء لـ | إلى,media_and_the_arts
chapter,faSl,فصل,media_and_the_arts
chapters,fuSuul,فصول,media_and_the_arts
index,fihris,فهرس,media_and_the_arts
indices,fahaaris,فهارس,media_and_the_arts
page,SafHa,صفحة,media_and_the_arts
pages,SafaHaat,صفحات,media_and_the_arts
word,kalima,كلمة,media_and_the_arts
words,kalimaat,كلمات,media_and_the_arts
sentence,jumla,جملة,media_and_the_arts
sentences,jumal,جمل,media_and_the_arts
line,saTr,سطر,media_and_the_arts
lines,suTuur,سطور,media_and_the_arts
paragraph,fiqra,فقرة,media_and_the_arts
paragraphs,fiqaraat,فقرات,media_and_the_arts
passage,naSS,نص,media_and_the_arts
passages,nuSuuS,نصوص,media_and_the_arts
poetry,ši3r,شعر,media_and_the_arts
poem,qaSiida,قصيدة,media_and_the_arts
poems,qaSaa'id,قصائد,media_and_the_arts
stanza,maqtuu3a,مقطوعة,media_and_the_arts
stanzas,maqTuu3aat,مقطوعات,media_and_the_arts
verse,bait,بيت,media_and_the_arts
verses,abyaat,أبيات,media_and_the_arts
collection of poetry,diiwaan,ديوان,media_and_the_arts
collection of poetries,dawaawiin,دواوين,media_and_the_arts
poet,šaa3ir,شاعر,media_and_the_arts
poets,šu3araa',شعراء,media_and_the_arts
complete works,a3maal kaamila,أعمال كاملة,media_and_the_arts
play,masraHiyya,مسرحية,media_and_the_arts
plays,masraHiyyaat,مسرحيات,media_and_the_arts
act,faSl,فصل,media_and_the_arts
acts,fuSuul,فصول,media_and_the_arts
television,televizyoon,تلفزيون,media_and_the_arts
televisions,televizyoonaat,تلفزيونات,media_and_the_arts
TV show,musalsal,مسلسل,media_and_the_arts
TV shows,musalsalaat,مسلسلات,media_and_the_arts
episode,Halqa,حلقة,media_and_the_arts
episodes,Halaqaat,حلقات,media_and_the_arts
report,taqriir,تقرير,media_and_the_arts
reports,taqaariir,تقارير,media_and_the_arts
network,šabaka,شبكة,media_and_the_arts
networks,šabakaat,شبكات,media_and_the_arts
channel,qanaah,قناة,media_and_the_arts
channels,qanaawaat,قناوات,media_and_the_arts
satellite channels,faDaa'iyaat,فضائيات,media_and_the_arts
advertisement ,i3laan,إعلان,media_and_the_arts
advertisement s,i3laanaat,إعلانات,media_and_the_arts
host,muqaddim,مقدّم,media_and_the_arts
correspondent,muraasil,مراسل,media_and_the_arts
broadcaster,mudii3,مذيع,media_and_the_arts
live ,mubaašir,مباشر,media_and_the_arts
breaking news,axbaar 3aajila,أخبار عاجلة,media_and_the_arts
coming up,ba3d qaliil,بعد قليل,media_and_the_arts
newspaper,jariida,جريدة,media_and_the_arts
newspapers,jaraa'id,جرائد,media_and_the_arts
magazine,majalla,مجلة,media_and_the_arts
magazines,majallaat,مجلات,media_and_the_arts
issue ,3adad,عدد,media_and_the_arts
issue s,a3daad,أعداد,media_and_the_arts
journalism,SiHaafa,صحافة,media_and_the_arts
editor,ra'iis taHriir,رئيس تحرير,media_and_the_arts
journalist,SuHufi,صحفي,media_and_the_arts
photographer,muSawwir,مصور,media_and_the_arts
photographers,muSawwaraatiyya,مصوراتية,media_and_the_arts
photography,taSwiir,تصوير,media_and_the_arts
picture,Suura,صورة,media_and_the_arts
pictures,Suwar,صور,media_and_the_arts
camera,kamira,كاميرا,media_and_the_arts
cameras,kamiraat,كاميرات,media_and_the_arts
interview,muqaabala,مقابلة,media_and_the_arts
article,maqaala,مقالة,media_and_the_arts
articles,maqaalaat,مقالات,media_and_the_arts
column,3amuud,عمود,media_and_the_arts
columns,a3mida,أعمدة,media_and_the_arts
classified ads,i3laanaat mubawwaba,إعلانات مبوبة,media_and_the_arts
doctor,Tabiib,طبيب,medicine
doctors,aTibbaa',أطباء,medicine
surgeon,jarraaH,جرّاح,medicine
surgeons,jarraaHuun,جرّاحون,medicine
nurse,mumarriD,ممرّض,medicine
nurses,mumarriDuun,ممرّضون,medicine
patient,mariiD,مريض,medicine
patients,marDa,مرضى,medicine
pharmacy,Saidaliyya,صيدلية,medicine
pharmacies,Saidaliyyaat,صيدليات,medicine
ambulance,is3aaf,اسعاف,medicine
ambulances,is3aafaat,اسعافات,medicine
disease,maraD,مرض,medicine
diseases,amraaD,أمراض,medicine
chronic,muzmin,مزمن,medicine
infectious,saari,ساري,medicine
contagious,mu3d,معد,medicine
infection,3adwa,عدوى,medicine
parasite,Tufaili,طفيلي,medicine
parasites,Tufailiyaat,طفيليات,medicine
asthma,rabw,ربو,medicine
heart attack,azma qalbiyya,أزمة قلبية,medicine
coma,ġaibuuba,غيبوبة,medicine
clot,jalTa,جلطة,medicine
clots,jalaTaat,جلطات,medicine
stroke,jalTa dimaaġiyya,جلطة دماغية,medicine
allergy ,Hassaasiyya min,حسّاسية من,medicine
cold,baarida,باردة,medicine
cirrhosis,talayyuf,تليف,medicine
autism,tawaHHud,توحد,medicine
leprosy,judaam,جذام,medicine
tuberculosis,daran,درن,medicine
epilepsy,Sara3,صرع,medicine
symptom,3araD,عرض,medicine
symptoms,a3raaD,أعراض,medicine
headache,Sudaa3,صداع,medicine
insomnia,araq,أرق,medicine
heartburn,HumuuDa,حموضة,medicine
diarrhea,ishaal,إسهال,medicine
stomach cramping,maġaS,مغص,medicine
constipation,imsaak,امساك,medicine
indigestion,3usr haDm,عسر هضم,medicine
bruise,kadma,كدمة,medicine
bruises,kadamaat,كدمات,medicine
burn,Harq,حرق,medicine
burns,Huruuq,حروق,medicine
laceration,tamazzuq,تمزّق,medicine
scratch,xadš,خدش,medicine
scratches,xuduuš,خدوش,medicine
cut,qaT3,قطع,medicine
