English,Egyptian Arabic,Transliteration
breaking news,أخبار عاجلة,axbaar 3aagila
coming up,بعد شوية,ba3d šiwayya
newspaper,جريدة,gariida
newspapers,جرائد,garaayid
magazine,مجلة,magalla
magazines,مجلات,magallaat
issue ,عدد,3adad
issue s,أعداد,a3daad
journalism,صحافة,SiHaafa
editor,رئيس تحرير,ra'iis taHriir
journalist,صحفي,SuHufi
photographer,مصوراتي,muSawwaraati
photographers,مصوراتية,muSawwaraatiyya
photography,تصوير,taSwiir
picture,صورة,Suura
pictures,صور,Suwar
camera,كاميرا,kamira
cameras,كاميرات,kamiraat
interview,مقابلة,mu'abla
article,مقالة,maqaala
articles,مقالات,maqaalaat
column,عمود,3amuud
columns,أعمدة,a3mida
classified ads,إعلانات مبوبة,i3laanaat mubawwaba
doctor,دكتور,doktoor
doctors,دكترة,dakatra
surgeon,جرّاح,garraaH
surgeons,جرّاحون,garraaHiin
nurse,ممرّض,mumarriD
nurses,ممرّضون,mumarriDiin
patient,مريض,mariiD
patients,مرضى,marDa
hospital,مستشفى,mustašfa
hospitals,مستشفيات,mustašfayaat
clinic,عيادة,3iyaada
clinics,عيادات,3iyaadaat
pharmacy,صيدلية,Saidaliyya
pharmacies,صيدليات,Saidaliyyaat
ambulance,اسعاف,is3aaf
ambulances,اسعافات,is3aafaat
disease,مرض,maraD
diseases,أمراض,amraaD
chronic,مزمن,muzmin
infectious,ساري,saari
contagious,معد,mu3d
infection,عدوى,3adwa
parasite,طفيلي,Tufaili
parasites,طفيليات,Tufailiyaat
asthma,ازمة,azma
heart attack,أزمة قلبية,azma qalbiyya
coma,غيبوبة,ġaibuuba
clot,جلطة,galTa
clots,جلطات,galaTaat
stroke,جلطة في المخ,galTa fil-moxx
allergy ,حسّاسية من,Hassaasiyya min
cold,برد,bard
cirrhosis,تليف,talayyuf
autism,توحد,tawaHHud
leprosy,جذام,guzaam
kidney stone,حصوة,HaSwa
kidney stones,حصاوي كلوة,HaSaawi kilwa
tuberculosis,سل,sull
epilepsy,صرع,Sara3
symptom,عرض,3araD
symptoms,أعراض,a3raaD
headache,صداع,SuDaa3
insomnia,أرق,araq
heartburn,حموضة,HumuuDa
diarrhea,إسهال,ishaal
stomach cramping,مغص,maġaS
constipation,امساك,imsaak
indigestion,عسر هضم,3usr haDm
bruise,كدمة,kadma
bruises,كدمات,kadamaat
burn,حرق,Har'
burns,حروق,Huruu'
laceration,تمزّق,tamazzu'
scratch,خدش,xadš
scratches,خدوش,xuduuš
cut,قطع,'aT3
cuts,قطوع,'uTuu3
wound,جرح,garH
wounds,جروح,guruuH
boil,دمّل,dimmil
boils,دمامل,damaamil
swelling; tumor,ورم,waram
swelling; tumors,أورام,awraam
inflammation; infection,تهاب,tihaab
dizziness,دوخة,dawxa
vomiting,طراش,Turaaš
nausea,جزع,gaza3
shock,صدمة,Sadma
shocks,صدمات,Sadamaat
fever,حمّى,Humma
fevers,حمّيات,Hummiyyaat
degree,درجة,daraga
degrees,درجات,daragaat
broken , مكسور,diraa3 maksuur
thermometer,مزان حرارة,mizaan Haraara
thermometers,مقاييس الحرارة,maqaayiis al-Haraara
stethoscope,سمّاعة,sammaa3a
stethoscopes,سمّاعات,sammaa3aat
X-ray,اشعّة ,aši33a/aši33at iks
medicine,دوا,dawa
medicines,ادوية,adwiya
pill,حبّة,Habba
pills,حبّات | حبوب,Habbaat/ Hubuub
tablet,برشامة,buršaama
tablets,برشام,buršaam
syrup,دوا شرب,dawa šurb
syrups,اشربة,ašriba
antibiotic,مضاد حيوي,muDadd Hayawi
dose ,جرعة,gur3a
dose s,جرعات,gur3aat
ointment,مرهم,marham
ointments,مراهم,maraahim
vaccine,تطعيم,taT3iim
gauze,شاش,šaaš
bandage,رباط,rubaaT
bandages,اربطة,arbiTa
band-aid,بلاستر,plastar
stitches,غرز    غرزة,ġuraz  ġurza
cast,جبيرة,gibiira  gabaayir
casts,جباير,jabaa'ir
crutch,عكاز,3ukkaaz
crutches,عكازات,3ukkaazaat
disinfectant,مطهّر,muTahhir
disinfectants,مطهّرات,muTahhiraat
anesthesia,بنج,bing
operation,عملية,3amaliyya
operations,عمليات,3amaliyyaat
surgery,جراحة,giraaHa
amputation,بتر,batr
autopsy,تشريح,tašriiH
abortion,اجهاض,ighaaD
chemotherapy,علاج كيميائي,3ilaag kimyaa'i
plastic surgery,عملية تجميل,3amaliyyit tagmiil
health,صحة,SiHHa
sick,مريض,mariid
sicks,مرضى,marDa
healthy,سليم,saliim
healthies,سلماء,sulamaa'
weak,ضعيف,Da3iif
weaks,ضعفاء,Du3afa
strong,قوي,'awi
strongs,أقوياء,a'wiya
blind,أعمى - عميا,a3ma  - 3amya 
blinds,عميان,3imyaan
deaf,أطرش | طرشاء,aTraš  - Tarša 
deaves,طرش,Turš
paralyzed,مشلول,mašluul
handicapped,معوق,ma3uuq
disabled,ملغي,malġi
mentally disabled,متخلّف عقليا,mutaxallif 3aqliyyan
sting,قرصة,'arSa
stings,قرصات,'araSaat
to throb ,نقح - ينقح ,na'aH - yin'aH 
to be injured,اتعوّر - يتعوّر ,it3awwar - yit3awwar 
pain,وجع,waga3
pains,أوجاع,awgaa3
 sneeze,عطسة,3aTsa
 cough,كحّة,kuHHa
stuffed-up nose,مناخير مسدودة,manaxiir masduuda
runny nose,مناخير بتخرّ\بتشرّ,manaxiir bitxorr/bitšorr
prevention of,وقاية من,wiqaaya min
medical examination,فحص,faHS
medical examinations,فحوص,fuHuuS
shot,حقن,Hu'na
shots,حقن,Hu'an
prescription,رشتّة,rušitta
prescriptions,رشتّات,rušittaat
environment,بيئة,bii'a
environments,بيئات,bii'aat
planet,كوكب,kawkab
planets,كواكب,kawaakib
world,عالم,3aalam
worlds,عوالم,3awaalim
continent,قارّة,qaarra
continents,قارّات,qaarraat
ocean,محيط,muHiiT
oceans,محيطات,muHiiTaat
sea,بحر,baHr
seas,بحور,buHuur
river,نهر,nahr
rivers,أنهار,anhaar
lake,بحيرة,buHeira
lakes,بحيرات,buHeiraat
pond,بركة,birka
ponds,برك,birak
canal,قناة,qanaah
canals,قنوات,qanawaat
port,مينا,miina
ports,مواني,mawaani
gulf,خليج,xaliig
gulves,خلجان,xulgaan
island,جزيرة,giziira
islands,جزائر,guzur
coast,ساحل,saaHil
coasts,سواحل,sawaaHil
beach,بلاج,blaaž
beaches,شواطئ,šawaaTi'
wave,موج,moog
waves,امواج,amwaag
tide,تيّار,tayyaar
tides,تيّارات,tayyaraat
coral,مرجان,murgaan
reef,شعبة,ši3ba
reefs,شعب,ši3ab
inlet,شرم,šarm
inlets,شروم,šuruum
peninsula,شبة جزيرة,šibh gaziira
waterfall,شلال,šallaal
waterfalls,شلالات,šallalaat
mountain,جبل,gabal
mountains,جبال,gibaal
peak,قمة,'imma
peaks,قمم,'imam
Mt. Sinai,جبل موسى,gabal muusa
mountain range,سلسلة جبلية,silsila gabaliyya
hill,تلّ,tall
hills,تلال,tilaal
valley,وادي,waadi
valleys,وديان,widyaan
desert,صحراء,SaHra
deserts,صحارى,SaHaari
jungle,غابة,ġaaba
jungles,غابات,ġabaat
field,حقل,Haql
fields,حقول,Huquul
plain,سهل,sahl
plains,سهول,suhuul
depression,منخفض,munxafaD
depressions,منخفضات,munxafaDaat
cave,مغارة,maġaara
caves,مغارات,maġaraat
oasis,واحة,waaHa
oases,واحات,waHaat
well,بئر,biir
wells,آبار | بئار,abaar | biyaar
bush,دغل,daġal
bushes,أدغال,adġaal
tree,شجرة,šagara
trees,أشجار,ašgaar
leaf; petal,ورق,wara'
leaf; petals,أوراق,awraa'
branch,فرع,far3
branches,فروع,furuu3
root,جزر,gazr
roots,جزور,guzuur
wood,خشب,xašab
flower,زهرة,zahra
flowers,زهور,zuhuur
rose,وردة,warda
roses,ورود,wuruud
thorn,شوك,šook
thorns,أشواك,ašwaak
grass,عشب,3ušb
rock,صخرة,Saxra
rocks,صخور,Suxuur
stone,حجر,Hagar
stones,حجارة,Higaara
sand,رمل,raml
sands,رمال,rimaal
dust,تراب,turaab
ash,رماد,ramaad
soil,تربة,turba
clay,صلصال,SalSaal
mud,طين,Tiin
mud,أطيان,aTyaan
plant,نبات,nabaat
plants,نباتات,nabaataat
garden,حديقة,Hadiiqa
gardens,حدائق,Hadaayi'
swamp,مستنقع,mustanqa3
swamps,مستنقعات,mustanqa3aat
volcano,بركان,burkaan
volcanoes,براكين,baraakiin
fire,نار,naar
fires,نيران,niraan 
sky,سماء,sama
skies,سماوات,samawaat
earth,أرض,arD
earths,أراض,araaDi 
horizon,افق,ufuq
horizons,آفاق,afaaq
weather forecast,نشرة جوية,našra gawwiyya
degree,درجة,daraga
degrees,درجات,daragaat
climate,مناخ,manaax
hot ,حرّ  ,Harr 
cold - adj. ,بارد ,baarid 
warm ,دافي ,daafi 
clear,صافي,Saafi
moderate,معتدل,mu3tadil
rainy,ممطر,mumTir
cloudy,مغيّم,miġayyim
sunny,مشمس,mušmis
snowy,مثلّج,mitallig
humid,رطب,riTib
stormy,عاصف,3aaSif
dusty,ترابي,turaabi
cloud,غيمة,ġeim
clouds,غيوم,ġuyuum
sun,شمس,šams
suns,شموس,šumuus 
moon,قمر,'amar
moons,أقمار,a'maar
star,نجم,nigm
stars,نجوم,nuguum
rain,مطر,maTar
rain,أمطار,amTaar
snow,تلج,talg
frost,صقيع,Saqii3
wind,ريح,riiH
winds,رياح,riyaaH 
humidity,رطوبة,ruTuuba
fog,ضباب,Dabaab
hail ,برد ,barad 
storm,عاصفة,3aaSifa
storms,عواصف,3awaaSif
thunder,رعد,ra3d
thunders,رعود,ru3uud
lightning,برق,bar'
lightnings,بروق,buruu'
hurricane,اعصار,i3Saar
hurricanes,أعاصير,a3aSiir
tornado,زوبعة,zawba3a
tornadoes,زوابع,zawaabi3
earthquake,زلزال,zilzaal
earthquakes,زلازل,zalaazil
flood,فيضان,fayaDaan
floods,فيضانات,fayaDaanaat
volcano,بركان,burkaan
volcanoes,براكين,barakiin
dust storm,زعبوبة,za3buuba
dust storms,زعابيب,za3abiib
rainbow,قوس قزج,'oos 'uzaH
season,فصل,faSl
seasons,فصول,fuSuul
spring,ربيع,rabii3
summer,صيف,Seif
fall,خريف,xariif
winter,شتا,šita
religion,دين,diin
religions,أديان,adyaan
sect,طائفة,Tayfa
sects,طوائف,Tawaa'if
denomination,مذهب,mazhab
denominations,مذاهب,mazaahib
Muslim,مسلم,muslim
Sunni,سنّي,sunni
Sunnis,سنّة,sunna
Shi'ite,شيعي,šii3i
Shi'ites,شيعة,šii3a
Alawite,علوي,3alawi
Christian,مسيحي,masiiHi
Copt,قبطي,'ibTi
Copts,أقباط,a'baaT
Maronite,ماروني,maruuni
Maronites,موارنة,mawaarina
Orthodox,أورثودوكس,ortodoks
Catholic,كاثوليك,katoliik
Protestant,بروتستانت,brotestaant
Jew,يهودي,yihuudi
Jews,يهود,yihuud
Druze,دروزي,druuzi
Druzes,دروز,druuz
paganism ,وثنية ,wasaniyya 
secularism,علمانية,3ilmaaniyya
monotheism,توحيدية,tawHiidiyya
infidel,كافر,kaafir
infidels,كفار,kuffaar
creed,عقيدة,3aqiida
creeds,عقائد دينية,3aqaayid diiniyya
 god,اله,ilaah
 gods,آلهة,aaliha
God*,الله,allaah
lord,رب,rabb
lords,أرباب,arbaab
Satan,الشيطان,iš-šiTaan
Satans,الشياطين,iš-šayaTiin
messiah,مسيح,masiiH
savior,مخلّص,muxalliS
Jesus,يسوع | عيسى,yasuu3 ; 3iisa 
angel,ملاك,malaak
angels,ملائكة,malayka
cross,صليب,Siliib
crosses,صلبان,Sulbaan
crescent,هلال,halaal
star of David,نجمة داوود,nigmit dawuud
mosque,جامع,gaami3
mosques,جوامع,gawaami3
prayer niche in mosques,محراب,miHraab
prayer niche in mosques,محاريب,maHaariib
minaret,مدنة,madna
minarets,مدن,midan
call to prayer,اذان,adaan
muezzin,مؤذن,mu'azzin
minbar ,منبر,mimbar
minbar s,منابر,manaabir
Friday sermon,خطبة,xuTba
imam,امام,imaam
imams,أئمة,a'ima
church,كنيسة,kiniisa
churches,كنايس,kanaayis
shrine,مزار,mazaar
shrines,مزارات,mazaaraat
altar,مذبح,mazbaH
altars,مذابح,mazaabiH
sanctuary,هيكل,heikal
sanctuaries,هياكل,hayaakil
synagogue,كنيس,kaniis
temple,معبد,ma3bad
temples,معابد,ma3aabid
monastery,دير,deir
monasteries,أديار,adyira
monk,راهب,raahib
monks,رهبان,ruhbaan
nun,راهبة,rahba
priest,قسيس,'assiis
priests,قسس,'usus
bishop,أسقف,us'uf
bishops,أساقف,asa'fa
rabbi,حاخام,Haxaam
rabbis,حاخامات,Haxamaat
prophet,نبي,nabi
prophets,أنبياء,anbiya
chapter from the Qur'an,سورة,suura
chapter from the Qur'ans,سور,suwar
verse from the Qur'an,آية,aaya
verse from the Qur'ans,آيات,aayaat
profession of faith,شهادة,šahaada
prayer,صلاة,Salaah
fasting,صوم,Soom
alms-giving,زكاة,zakaah
pilgrimage to Mecca,حج,Hagg
minor pilgrimage,عمرة,3omra
permitted by Islam,حلال,Halaal
forbidden by Islam,حرام,Haraam
mass,قداس,'oddaas
masses,قداديس,'adadiis
 saint,قديس,'iddiis
psalm,مزمور,mazmuur
psalms,مزامير,mazamiir
hymn,ترنيمة,tarniima
hymns,ترانيم,taraniim
rosary,مسبحة,misbaHa
rosaries,مسابح,masaabiH
 sermon,وعظة,wa3Za
feast,عيد,3iid
feasts,أعياد,a3yaad
blessing,بركة,baraka
blessings,بركات,barakaat
repentance,توبة,tooba
forgiveness,غفران,ġufraan
mercy,رحمة,raHma
fate,قدر,qadr
fates,أقدار,aqdaar
morals,أخلاق,axlaa'
soul,روح,ruuH
souls,أرواح,arwaaH 
holy,مقدس,mu'addas
missionary,داعية,daa3iya
prosyletization,دعوى,da3wa
sacrifice ,ضحية,DaHiya
sacrifice s,ضحايا,DaHaaya
good,خير,xeir
evil,شر,šarr
blasphemy,تجديف,tagdiif
resurrection,قيامة,'iyaama
religious,متدين,mutadayyin
sin ,ذنب,zamb
sin s,ذنوب,zunuub
sin,خطيئة,xaTiyya
sins,خطايا,xaTaaya
miracle,معجزة,mo3giza
miracles,معجزات,mo3gizaat
hobby,هواية,hawaaya
hobbies,هوايات,hawaayaat
sport,رياضة,riyaaDa
sports,رياضات,riyaaDaat
game,لعبة,li3ba
games,ألعاب,al3aab
crafts,حرف    حرفة,Hirf  Hirfa
ball,كورة,koora
balls,كور,kowar
team,فريق,farii'
national team,منتخب,muntaxab
match,ماتش,matš
matches,ماتشات,matšaat
stadium,استاد,istaad
field,ملعب,mal3ab
off-side,تسلل,tasallul
goal post,قائم,'ayma
goal posts,,'awaayim
crossbar,عارضة,3arDa
goal,جول,gool
goals,جولات,goolaat
 consecutive goals,هدفان متتاليان,hadafaan mutataaliyaan
player,لاعب,laa3ib
players,لاعبين,laa3ibiin
midfielder,لاعب الوسط,laa3ib il-wisiT
attacker,مهاجم,muhaagim
defender,مدافع,mudaafi3
forward,مهاجم,muhaagim
striker,مهاجم,muhaagim
winger,لاعب جناح,laa3ib ginaaH
referee,حكم,Hakam
trainer or coach,مدرّب,mudarrib
 kick,شوطة,šooTa
free kick,ضربة حرة,Darba Hurra
direct free kick,ضربة حرة  مباشرة,Darba Hurra  mubaašira
penalty kick,ضربة جزاء,Darbit gazaa'
corner kick,ضربة ركنية,Daraba rukniyya
goal kick,ضربة مرمى,Darbit marma
header,ضربة رأس,Darbit raas
victory,فوز,fooz
 pass,تمريرة,tamriira
foul,فاول,faawil
fouls,فاولات,fawlaat
a tie,تعادل,ta3aadul
a scoreless tie,تعادل سلبي,ta3aadul silbi
yellow card,كرت أصفر,kart aSfar
red card,كرت أحمر,kart aHmar
amateur,هاوي,haawi
professional,محترف,muHtarif
baseball,بيسبول,beisbool
hockey,هوكي,hoki
skiing,تزلج,tazallug
golf,جولف,golf
gymnastics,جيمناستيك,žimnastik
archery,رماية,rimaaya
skating,باتيناج,batinaaž
running,الجري,ig-gari
cricket,كريكت,kirikit
polo,بولو,bolo
boxing,ملاكمة,mulakma
wrestling,مصارعة,muSar3a
swimming,سباحة,sibaaHa
diving,غطس,ġaTs
rowing,تجديف,tagdiif
backgammon,طاولة,Tawla
chess,شطرنج,šaTarang
king ,ملك,malik
queen ,وزير,waziir
pawn ,عسكري,3askari
pawn s,عساكر,3asaakir
knight ,حصان,HuSaan
rook,طابية,Tabya
bishop ,فيل,fiil
Check,كش,kišš
Checkmate,كش مات,kišš maat
gardening,بستنة,bastana
gambling,قمار,'umaar
fishing rod,صنارة,Sinnaara
fishing rods,صنانير,Sananiir
hunting,صيد,Seid
sewing,خياطة,xiyaaTa
spades,سبادس,sibaads
diamonds,سمبكسة,sambuksa
clubs,وردة,warda
hearts,قلب,'alb
ace,أيس,ays
king,شايب,šaayib
queen,بنت,bint
jack,ولد,walad
joker,جوكر,žookir
 cheat,غشاش,ġaššaaš
to stay up late,سهر - يسهر ,sihir - yishar 
to frequent ,اتردد - يتردد ,itraddad - yitraddid 
to pass the time,اتسلى - يتسلى ,itsalla - yitsalla 
to go for a stroll or outing,اتفسح - يتفسح,itfassaH - yitfassaH
 joke,نكتة,nukta
 jokes,نكت,nukat
to keep  company,ونس - يونس ,winnis - yiwannis 
to become cheerful/happy,فرفش - يفرش ,farfiš - yifarfiš 
to relax,ارتاح - يرتاح,irtaaH - yirtaaH
together,سواء,sawa
together,مع بعض,ma3a ba3D
appointment,موعد,maw3id
appointments,مواعيد,mawa3iid
party,حفلة,Hafla
parties,حفلات,Hafalaat
costume party,حفلة تنكرية,Hafla tanakkuriyya
mask,قناع,'inaa3
masks,أقنعة,aqni3a
friend,صاحب,SaaHib
friends,أصحاب,aSHaab
gift,هدية,hidiyya
gifts,هدايا,hadaaya
a  occassion,مناسبة,munasba
a  occassions,مناسبات خاصة,munasbaat 
drunk,سكران,sakraan
a drunk,سكري,sukari
a drunks,سكرية,sukariyya
drunk,مسطول,masTuul
drunks,مساطيل,masaTiil
a gambler,قمرتي,'omarti
a gamblers,قمرتية,'omartiyya
 exercise,تمرين,tamriin
 exercises,تمارين,tamaariin
exercise,تمارين رياضية,tamaariin riyaaDiyya
warm-up,تسخين,tasxiin
competition,منافسة,munafsa
race,مسابقة,musab'a
lap ,لفة,laffa
lap s,لفات,laffaat
championship,بطولة,buTuula
champion,بطل,baTal
champions,أبطال,abTaal
point,نقطة,no'Ta
points,نقاط,no'aT
computer,حاسوب,Haasuub
computers,حواسيب,Hawaasiib
laptop,حاسوب محمول,Haasuub maHmuul
hard disk,قرص صلب,qurS Sulb
hard drive,محرك صلب,muHarrik Sulb
motherboard,لوحة أم,lawHat umm
memory card,بطاقة ذاكرة,biTaaqat daakira
processor,معالج,mu3aalij
key,زر,zirr
keys,أزرار,azraar
monitor,شاشة,šaaša
flatscreen monitor,شاشة عرض,šaašat 3arD
mouse,فأرة,fa'ra
scanner,ماسح ضوئي,maasiH Doo'i
printer,طباعة,Tabbaa3a
speakers,سماعات,sammaa3aat
multimedia,وسائط متعددة,wasaa'iT muta3addida
streaming media,بث حي,batt Hayy
digital,رقمي,raqami
virtual,وهمي,wahmi
wireless,لا سلكي,la silki
CD,قرص مضغوط,qurS maDġuuT
DVD,قرص فيديو رقمي,qurS viidiyo raqami
operating system,نظام,niZaam at-tašġiil
operating systems,أنظمة التشغيل,anZimat at-tašġiil
database,قاعدة,qaa3ida
databases,قواعد البيانات,qawaa3id al-bayanaat
data,بيانات,bayanaat
software,برمجيات,barmijiyaat
program,برنامج,barnaamaj
programs,برامج,baraamij
network,شبكة,šabaka
networks,شبكات,šabakaat
data,بيانات,bayanaat
website,موقع,mawqi3
websites,مواقع الانترنت,mawaaqi3 al-internet
forum,منتدى,muntuda
forums,منتديات,muntudiyaat
blog,مدوّنة,mudawwana
blogs,مدوّنات,mudawwanaat
chat,دردشة,dardaša
link,رابط,raabiT
links,روابط,rawaabiT
email,بريد الكتروني,bariid elektroni
account,حاسب,Haasib
accounts,حاسبات,Haasibaat
profile,ملفّ شخصي,milaff šaxSi
private message,رسالة خاصة,risaala xaaSSa
comment,تعليق,ta3liiq
comments,تعليقات,ta3liiqaat
design,تصميم,taSmiim
browser,متصفح,mutaSaffiH
search engine,محرك,muHarrik
search engines,محركات البحث,muHarrikaat al-baHt
firewall,جدار ناري,jidaar naari
host,مضيف,muDiif
server,مزود,muzawwid
frequently asked questions,أسئلة شائعة |متكررّة,as'ila šaa'i3a/mutakarrira
code ,رموز,rumuuz
smilie,ابتسامة,ibtisaama
smilies,ابتسامات,ibtisaamaat
folder,مجلّد,mujallad
folders,مجلّدات,mujalladaat
file,ملف,milaff
files,ملفات,milaffaat
size,حجم,Hajm
sizes,حجوم | أحجام,Hujuum/aHjaam
high-quality,جودة عالية,jawda 3aaliya
re-upload,إعادة رفع,i3aadat raf3
original uploader,رافع أصلي,raafi3 aSli
font,خط,xaTT
fonts,خطوط,xuTuuT
Click here,اضغط هنا,iDġaT hona
Contact us,اتصل بنا,ittaSil bina
An error has occurred,حصل خطأ,HaSala xaTa'
cell phone,هاتف محمول | خلوي,haatif maHmuul/xalawi
SMS/text message,رسالة,risaala
SMS/text messages,رسائل,rasaa'il
balance,رصيد,raSiid
balances,أرصدة,arSida
shredder,فرّامة,farraama
xerox machine,جهاز تصوير مستندات,jihaaz taSwiir mustanadaat
copy,نسخة,nusxa
copies,نسخ,nusax
time,وقت,wa't
times,أوقات,aw'aat
time (countable unit; as in "three times,مرة,marra
time (countable unit; as in "three times,مرات,marraat
century,قرن,qarn
centuries,قرون,quruun
decade,حقبة,Hiqba
decades,حقبات,Hiqabaat
year,سنة,sana
years,سنين,siniin
week,أسبوع,usbuu3
weeks,أسابيع,asaabii3
day,يوم,yoom
days,أيّام,ayyaam
hour,ساعة,saa3a
hours,ساعات,saa3aat
minute,دقيقة,di'ii'a
minutes,دقائق,da'aaya
second,ثانية,tanya
seconds,ثواني,tawaani
moment,لحظة,laHZa
moments,لحظات,laHaZaat
dawn,فجر,fagr
morning,صباح | صبح,SabaaH/SobH
noon,ضهر,Duhr
evening,مساء,masaa'/masa
night,ليلة,leila
nights,ليالي,layaali
before,قبل,'abl
after,بعد,ba3d
then,بعدين,ba3dein
until,لغاية,li-ġaayit
now,دلوقت,dilwa'ti/dilwa't
the day before yesterday,اول امبارح,awwil imbaariH
yesterday,امبارح,imbaariH
last night,امبارح بالليل,imbaariH bil-leil
tomorrow,بكرة,bukra
every day,كل يوم,kulle yoom
every other day,يوم آه ويوم لا,yoom 'aah wa-yoom la
day after day,يوم ورا يوم,yoom wara yoom
early,بدري,badri
late,متأخر,mit'axxar
after a while,بعد شوية,ba3de šwayya
later on,بعدين,ba3dein
always,دايما,dayman
usually,عادةً,3aadatan
sometimes,أحيانا,aHyaanan
rarely,نادرا,naadiran
holiday,عيد,3iid
holidays,أعياد,a3yaad
birthday,عيد ميلاد,3iid miilaad
occasion,مناسبة,munaasaba
occasions,مناسبات,munaasabaat
anniversary ,ذكرى,zikra
anniversary s,ذكريات,zikriyaat
party,حفلة,Hafla
parties,حفلات,Hafalaat
gift,هدية,hadiyya
gifts,هدايا,hidaaya
calendar,تقويم,taqwiim
calendars,تقاويم,taqawiim
* The following names are used in most of the Mashriq,,
January,يناير,yanaayir
February,فبراير,fibraayir
March,مارس,maaris
April,أبريل,abriil
May,مايو,maayo
June,يونيو,yuuniyo
July,يوليو,yuuliyo
August,أغسطس,aġusTus
September,سمتمبر,sibtimbir
October,أكتوبر,uktoobar
November,نوفمبر,nuvimbir
December,ديسيمبر,disimbir
* The following names are used in the Levant. *,,
February,شباط,šubaaT
March,آذار,aadaar
April,نيسان,niisaan
May,أيار,ayyaar
June,حزيران,Huzeiraan
July,تموز,tammuuz
August,آب,aab
September,أيلول,ayluul
Muharram,محرم,muHarram
Safar,صفر,Safar
Rajab,رجب,ragab
Shaban,شعبان,ša3baan
Ramadan,رمضان,ramaDaan
Shawwal,شوال,šawwaal
Thout ,توت,tuut
Paopi ,بابة,baaba
Hathor ,هاتور,hatuur
Koiak ,كياهك,kiyaak
Tobi ,طوبة,Tuuba
Meshir ,أمشير,amšiir
Paremhat ,برمهات,baramhaat
Paremoude ,برمودة,baramuuda
Pashons ,بشنس,bašans
Paoni ,بؤونة,ba'uuna
Epip ,أبيب,abiib
Mesori ,مسرى,misra
Pi Kogi Enavot ,نسئ,nasy
to be ,كان - يكون ,kaan - yikuun 
to do; to make,عمل - يعمل,3amal - yi3mil 
to work,اشتغل - يشتغل ,ištaġal - yištaġil 
to bring,جاب – يجيب ,gaab - yigiib 
to take,خد – ياخد ,xad - yaaxud 
to put,حطّ - يحطّ ,HaTT - yiHoTT 
to become,بقى - يبقى,ba'a - yib'a
to change ,غيّر - يغيّر ,ġayyar - yiġayyar 
to count,عدّ - يعدّ ,3add - yi3idd 
to go ,راح – يروح ,raaH - yiruuH 
to walk,مشي - يمشي ,miši - yimši 
to run,جرى - يجري ,geri - yigri 
to come,جه – يجي ,geh - yiigi 
to return,رجع – يرجع  إلى,rigi3 - yirga3 
to arrive,وصل - يوصل ,wiSil - yiwSil 
to sit,قعد – يقعد ,'a3ad - yu'3ud 
to get up,قام - يقوم ,'aam - yi'uum 
to fall,وقع - يوقع ,wi'i3 - yiw'a3 
to go up,طلع - يطلع ,Tili3 - yiTla3 
to go down,نزل - ينزل ,nizil - yinzil 
to cook,طبخ - يطبخ ,Tabax - yiTbux 
to eat,كل – ياكل ,kal - yaakul 
to drink,شرب – يشرب ,širib - yišrab 
to wake up,صحي - يصحى ,SaHa - yiSHa 
to sleep,نام - ينام ,naam - yinaam 
to wash,غسل - يغسل ,ġasal - yiġsil 
to clean,نظّف - ينظّف ,naZZaf - yinaZZaf 
to study,درس - يدرس ,daras - yidris 
to learn,اتعلّم - يتعلّم ,it3allim - yit3allim 
to understand,فهم - يفهم ,fihim - yifham 
to know,عرف - يعرف ,3irif - yi3raf 
to remember,افتكر - يفتكر ,iftakar - yiftikir 
to forget,نسي - ينسى ,nisi - yinsa 
to describe,وصف - يوصف ,waSaf - yiwSif 
to try,جرّب - يجرّب ,garrab - yigarrib 
to try,حاول - يحاول  أن,Haawala - yuHaawilu  an
to be able to do s.t.,قدر - يقدر  أن,'idir - yi'dir 
to read,قرأ – يقرأ ,'ara - yi'ra 
to write,كتب – يكتب ,katab - yiktib 
to translate,ترجم - يترجم ,targam - yitargim 
to talk ,اتكلّم – يتكلّم ,itkallim - yitkallim 
to say,قال - يقول ,'aal - yi'uul 
to ask ,سأل - يسأل ,sa'ala - yas'alu 
to request,طلب - يطلب ,Talaba - yaTlubu 
to reply,أجاب - يجيب  على,agaab - yigiib  3ala
to thank,شكر - يشكر ,šakar - yiškur 
to complain ,اشتكى - يشتكي  من,ištaka - yištiki  min
to promise,وعد - يوعد ,wa3ad - yiw3id  bi
to see,شاف - يشوف ,šaaf - yišuuf 
to look at,بصّ – يبصّ  على,baSS - yibuSS  3ala
to look for,دوّر - يدوّر  على,dawwar - yidawwar  3ala
to find,لاقى - يلاقي,laa'a - yilaa'i 
to lose ,ضيّع - يضيّع ,Dayya3a - yuDayyi3u 
to organize,نظّم - ينظّم ,naZZama - yunaZZimu 
to organize,رتّب - يرتّب ,rattaba - yurattibu 
to smoke ,دخّن - يدخّن ,daxxana - yudaxxinu 
to happen,حصل - يحصل ,HaSal - yiHSal 
to watch,اتفرّج - يتفرّج على,itfarrag - yitfarrag 3ala
to hear,سمع - يسمع ,simi3 - yisma3 
to listen to,سمع - يسمع ,simi3 - yisma3 
to give,ادّى - يدّي ,idda - yiddi 
to carry,شال - يشيل ,šaal - yišiil 
to love,حبّ - يحبّ ,Habb - yiHibb 
to hate,كره - يكره ,karah - yikrah 
to be born,اتولد - يتولد,itwalad - yitwalad
